coach,year,actual_decision,predicted_go_rate,fourth_down_phat_var_sum,fourth_down_plays,fourth_down_aggression,actual_pass,predicted_pass_rate,pass_heavy_phat_var_sum,run_pass_plays,pass_heavy_aggression,actual_beyond,predicted_beyond_rate,deep_pass_phat_var_sum,pass_plays,deep_pass_aggression,actual_two_point,predicted_two_point_rate,two_point_phat_var_sum,conversion_attempts,two_point_aggression,fourth_down_aggression_reliability,pass_heavy_aggression_reliability,deep_pass_aggression_reliability,two_point_aggression_reliability,composite_aggression,fourth_down_aggression_zscore,pass_heavy_aggression_zscore,deep_pass_aggression_zscore,two_point_aggression_zscore,composite_aggression_zscore,total_plays,coach_war,season_number,annual_war,annual_games,cumulative_war,cumulative_games,win_pct,predicted_impact,predicted_replacement,total_seasons,Background,Offensive_Years,Defensive_Years,era
Sean Payton,2019,0.135593220338983,0.0991349624583347,2.9045946751260385,118,0.0364582578806483,0.6336996336996337,0.571922956502761,195.59351887458743,1092,0.0617766771968726,0.3114754098360656,0.3660799408010118,116.75156812518374,610,-0.0546045309649462,0.0555555555555555,0.0455156349992951,0.7491617525855605,54,0.0100399205562603,0.7160963305792114,0.9239629056614286,0.7646816577399006,0.7886482193399962,0.01545375878478,1.074412664016205,1.354781431221571,-1.4370429519846497,-0.0123389821871796,0.6311465446372632,1874,Sean Payton,13,0.1472682952880859,2.3562927246093746,0.7830634117126465,12.529014587402344,0.8125,0.03408879,0.6652317,17,Offensive,16,0,Late (2018-2024)
Bill Belichick,2019,0.1360544217687075,0.110172527398749,5.635784245161392,147,0.0258818943699584,0.6156433978132885,0.5693895257629542,210.90555875734069,1189,0.0462538720503342,0.3059360730593607,0.3512012897410339,125.57353815379751,657,-0.0452652166816732,0.08,0.067324598587329,1.018023580145927,50,0.0126754014126709,0.668594085542116,0.9303632256116432,0.778013493681862,0.7018683930023959,0.0110486112322594,0.7334266201537818,1.0229892240391316,-1.1961262304309572,0.0441421474710898,0.4147313284118211,2043,Bill Belichick,25,0.0873219966888427,1.3971519470214833,2.408315151929856,38.533042430877686,0.75,0.024531245,0.662678,29,Defensive,1,13,Late (2018-2024)
Pete Carroll,2019,0.1185185185185185,0.1699677191921384,5.340876578271599,135,-0.0514492006736199,0.6082987551867219,0.6094834272135281,210.59779919949776,1205,-0.0011846720268061,0.4442508710801394,0.3591113240143826,109.09028190245054,574,0.0851395470657567,0.0769230769230769,0.0770556934905751,1.2026775635402902,52,-0.0001326165674981,0.6422777691370304,0.9321678404739112,0.7548657243691548,0.6830805228527027,0.0099686058466933,-1.759757747025631,0.0090140374482034,2.1677918479318903,-0.2303471634429884,0.3616730377971992,1966,Pete Carroll,14,0.1004866957664489,1.6077871322631825,0.4458358966827391,7.1333743469238255,0.6875,0.034474015,0.5870133,18,Defensive,1,17,Late (2018-2024)
Jason Garrett,2019,0.1495327102803738,0.1481979862339069,4.480573947546408,107,0.0013347240464669,0.6115627822944896,0.6057121087952627,195.84378156448457,1107,0.0058506734992268,0.4211409395973154,0.3882317521097259,117.45018339228088,596,0.0329091874875894,0.0612244897959183,0.0649082598862169,0.5607743377534615,49,-0.0036837700902985,0.5734670431012461,0.9257700030904772,0.7551217494641074,0.8040977860128095,0.0091778743236927,-0.0579836304644337,0.1593910342820615,0.8204587768434375,-0.3064521224563821,0.322826136192615,1859,Jason Garrett,9,-0.0296319127082824,-0.4741106033325184,0.2396478652954101,3.8343658447265616,0.5,0.0054113865,0.5296319,9,Offensive,5,0,Late (2018-2024)
Jay Gruden,2019,0.2105263157894736,0.2565587650193073,1.4529710469681083,38,-0.0460324492298336,0.7123745819397993,0.6979633832356603,47.92909663898624,299,0.0144111987041389,0.3050847457627119,0.3476628410662156,30.356437838837746,177,-0.0425780953035037,0.2222222222222222,0.0350659948873928,0.274611775551248,9,0.1871562273348293,0.3433651044063229,0.7880349955851383,0.5127326546389868,0.2204362411777711,0.0080315760034858,-1.5851195886892726,0.342367985004921,-1.126809313448637,3.783449958347554,0.2665110194187223,523,Jay Gruden,6,-0.2787472307682037,-4.459955692291259,-0.158350220966339,-2.533603535461425,0.0,-0.032142103,0.27874723,6,Offensive,13,0,Late (2018-2024)
Matt Patricia,2019,0.1384615384615384,0.1646652392969442,5.404477268626822,130,-0.0262037008354057,0.6375586854460094,0.6438451261062857,183.5252254748849,1065,-0.0062864406602763,0.400352733686067,0.3770964892060566,108.8571431749753,567,0.0232562444800103,0.0526315789473684,0.0315648345639553,0.2222692447244744,38,0.021066744383413,0.6219763903781763,0.9249138835677776,0.7506969804524589,0.861650434747493,0.0042725694574343,-0.9458330831786164,-0.1000337190270949,0.5714516964311497,0.2239774626032979,0.0818392905475494,1800,Matt Patricia,2,-0.0235227429389953,-0.3763638870239248,-0.0606826924800872,-0.9709230796813952,0.2188,-0.021857306,0.24232274,3,Both,3,15,Late (2018-2024)
Frank Reich,2019,0.2478632478632478,0.2135071066871664,4.707728939521765,117,0.0343561411760814,0.5829383886255924,0.6118722024016188,182.3504092896848,1055,-0.0289338137760263,0.3666666666666666,0.3609518202636518,95.99548954386174,510,0.0057148464030147,0.0714285714285714,0.06157978071739,0.5698115466772364,42,0.0098487907111813,0.604738024013434,0.9240449402460336,0.7342260911772146,0.7479703857215216,0.0018608276604284,1.0066396096858694,-0.5841100082044157,0.1189542230623701,-0.0164350960083869,-0.0366442826486105,1724,Frank Reich,2,-0.1038827896118164,-1.6621246337890625,0.002300202846527,0.0368032455444335,0.4375,-0.01790601,0.5413828,6,Offensive,6,0,Late (2018-2024)
Zac Taylor,2019,0.2246376811594203,0.2148445197050497,4.147929272136564,138,0.0097931614543705,0.6580166821130676,0.6582323671512796,177.16934250239566,1079,-0.000215685038212,0.3842364532019704,0.363732070374073,115.29999653728731,609,0.0205043828278973,0.1071428571428571,0.142342797427513,0.7279763059967931,28,-0.0351999402846559,0.7072370050889747,0.929066061654082,0.7663383976994452,0.5079802616318205,0.0015660302039327,0.2147196579639388,0.0297256503713622,0.5004647409344506,-0.9818768331879126,-0.0511270336869295,1854,Zac Taylor,1,-0.1268005669116974,-2.028809070587158,-0.1268005669116974,-2.028809070587158,0.125,-0.0012963414,0.25180057,6,Offensive,7,0,Late (2018-2024)
Bill O'Brien,2019,0.2461538461538461,0.2231423950252694,4.4070338790581465,130,0.0230114511285766,0.6396321070234113,0.608021953924992,212.35549984277,1196,0.0316101530984193,0.3799342105263157,0.3843172784140793,117.42230403836308,608,-0.0043830678877636,0.0576923076923076,0.1182023177925482,1.6328115850483338,52,-0.0605100101002405,0.6686246990406729,0.9306792907524206,0.7624617487210922,0.6135387852041189,0.0014579279938938,0.640882421571623,0.7099870452094449,-0.141531325627391,-1.5242982783813646,-0.0564378576448314,1986,Bill O'Brien,6,0.1849154233932495,2.958646774291992,0.5749172270298004,9.198675632476808,0.625,-0.012590915,0.44008458,7,Offensive,18,1,Late (2018-2024)
Vic Fangio,2019,0.1323529411764706,0.1442815417373407,3.831341635610845,136,-0.0119286005608701,0.6066066066066066,0.6075836499165688,177.72168529083103,999,-0.0009770433099621,0.3220675944333996,0.3577275366443783,92.62238155917484,503,-0.0356599422109786,0.0714285714285714,0.0187407227953631,0.4280774325589429,28,0.0526878486332082,0.7175212115102432,0.9179826535166716,0.735809400504502,0.6371205415159196,-0.0007067939401369,-0.4855983377074142,0.0134519975711189,-0.9483488064237512,0.9016510206282312,-0.162785887951595,1666,Vic Fangio,1,0.1108166277408599,1.7730660438537584,0.1108166277408599,1.7730660438537584,0.4375,-0.009435654,0.32668337,3,Defensive,0,40,Late (2018-2024)
Kliff Kingsbury,2019,0.1692307692307692,0.1650548393318226,3.3794391939605446,130,0.0041759298989466,0.6472868217054264,0.633791164639442,178.53471730272983,1032,0.0134956570659844,0.3436363636363636,0.3702158814293679,106.46830427173587,550,-0.0265795177930042,0.0789473684210526,0.0990075644104332,0.7891041064140284,38,-0.0200601959893806,0.7246136186805754,0.9224193385196952,0.7433855411936626,0.6369284255985646,-0.0056356763718072,0.0336179434089112,0.3227987397542669,-0.7141104014679849,-0.6574161722597497,-0.4049310475590976,1750,Kliff Kingsbury,1,-0.0242283725261688,-0.3876539604187008,-0.0242283725261688,-0.3876539604187008,0.3438,0.029574454,0.36802837,4,Offensive,7,0,Late (2018-2024)
Mike Vrabel,2019,0.1323529411764706,0.1184821041152805,4.485287395280074,136,0.01387083706119,0.5578947368421052,0.6145894532917034,194.4171319582996,1140,-0.0566947164495982,0.41699604743083,0.3755717991161459,98.22522564397642,506,0.041424248314684,0.046875,0.0546442020169486,0.8940785385881846,64,-0.0077692020169486,0.6845176113473884,0.930183921536352,0.7266041443108034,0.8145356902913693,-0.0061698105148912,0.3461854942051314,-1.17748543774109,1.040113076513815,-0.3940072302075461,-0.4311718839194534,1846,Mike Vrabel,2,0.0228398442268371,0.3654375076293936,0.2353923320770263,3.766277313232421,0.5625,0.027075589,0.53966016,6,Defensive,0,7,Late (2018-2024)
Mike Tomlin,2019,0.1209677419354838,0.1139399624399765,2.733663445229576,124,0.0070277794955073,0.6167176350662589,0.614302367116747,172.41627047589802,981,0.0024152679495118,0.3294117647058823,0.3647140646700523,99.313055920291,510,-0.03530229996417,0.0344827586206896,0.0435905065169208,0.2359702192515379,29,-0.0091077478962312,0.747443704549025,0.9175254169060232,0.7275435730506755,0.7735855841363637,-0.0079784777454711,0.125562675701727,0.0859609564613057,-0.939123075821178,-0.4226936777593867,-0.5200277292955873,1644,Mike Tomlin,13,0.0427028834819793,0.6832461357116688,0.975228569555282,15.603657112884514,0.5,0.02283892,0.45729712,18,Defensive,2,9,Late (2018-2024)
Kyle Shanahan,2019,0.152,0.1441315593087638,4.22918094906039,125,0.0078684406912361,0.5198675496688742,0.5610196321851124,216.4817472946831,1208,-0.0411520825162382,0.3370786516853932,0.3756807462635451,101.75451860685004,534,-0.0386020945781518,0.078125,0.0534911649804143,1.0253512084416727,64,0.0246338350195856,0.6603206450111769,0.930725882691004,0.740751706866706,0.7929432802751787,-0.0134945395620482,0.1526659172904362,-0.845269400143775,-1.0242444965259994,0.3004239707364903,-0.791019721394549,1931,Kyle Shanahan,3,0.2818485498428345,4.509576797485352,0.4261087924242018,6.81774067878723,0.8125,0.05163586,0.53065145,8,Offensive,13,0,Late (2018-2024)
Mike Zimmer,2019,0.1451612903225806,0.1243384305322295,4.111611030840176,124,0.020822859790351,0.5390763765541741,0.5925804466889182,199.77680476337147,1126,-0.0535040701347441,0.3193916349809886,0.3716411138465975,98.8724656716522,526,-0.0522494788656089,0.06,0.0543870394953046,0.634768892215298,50,0.0056129605046953,0.6630358498514536,0.9267367062170424,0.7404718441553751,0.7906037105021678,-0.022439260506662,0.5703213916581911,-1.10928696632112,-1.37629208595194,-0.1072133972512178,-1.230454199859904,1826,Mike Zimmer,6,-0.1201698184013366,-1.9227170944213856,0.1684762322425843,2.6956197158813486,0.625,-0.00707525,0.7451698,8,Both,5,31,Late (2018-2024)
Jon Gruden,2019,0.1739130434782608,0.2209495659286799,4.74413686342087,115,-0.047036522450419,0.5786350148367952,0.6126429623455311,181.0496315535437,1011,-0.0340079475087358,0.3339731285988483,0.3929301641079482,102.09030008862558,521,-0.0589570355090998,0.027027027027027,0.0329550192592754,0.7356416332291854,37,-0.0059279922322484,0.5946106986336904,0.9183829420019988,0.730526046615759,0.640808727107808,-0.0367742789133559,-1.6174912970642306,-0.6925670824781328,-1.549320052157097,-0.3545481659063307,-1.9347021441325505,1684,Jon Gruden,13,0.0557770431041717,0.8924326896667472,-0.5286636054515839,-8.458617687225342,0.4375,0.012537897,0.38172296,15,Offensive,10,0,Late (2018-2024)
Doug Pederson,2020,0.3007518796992481,0.2110386533222139,4.665314693679135,133,0.0897132263770341,0.6775067750677507,0.6624200941335204,182.1569271430452,1107,0.0150866809342302,0.3993288590604026,0.3911432018228989,117.93997855519429,596,0.0081856572375037,0.3809523809523809,0.1321416224374215,0.6994498091573851,42,0.2488107585149594,0.6661109020176903,0.930597647283973,0.7543514054534564,0.7074079993690958,0.0836968621909881,2.791373413828412,0.3568060803052722,0.1826911985799999,5.104771477771359,3.983780208655834,1878,Doug Pederson,5,0.0180183434009552,0.2882934944152832,0.2471116566181181,3.953786505889891,0.2812,0.012590408,0.26318166,8,Offensive,7,0,Late (2018-2024)
Matt LaFleur,2020,0.2448979591836734,0.1786946475874675,3.957706749275704,98,0.0662033115962059,0.6041666666666666,0.5533027138096966,212.4661678639487,1152,0.0508639528569699,0.3245469522240527,0.359761379346906,112.55783461890267,607,-0.0352144271228533,0.0821917808219178,0.0205500778719559,1.0788664629105056,73,0.0616417029499618,0.5607913971965387,0.925648026642735,0.769455849357489,0.8256398858411719,0.0350495000963438,2.0334046824629746,1.121527398788054,-0.936856310167779,1.0935415461752849,1.593842241541509,1930,Matt LaFleur,2,0.1364712119102478,2.183539390563965,0.208950936794281,3.343214988708496,0.8125,0.0051526427,0.6760288,6,Offensive,16,0,Late (2018-2024)
Andy Reid,2020,0.208695652173913,0.2094113388498637,4.555285982549755,115,-0.0007156866759507,0.684375,0.5610672073915339,233.90227388272984,1280,0.123307792608466,0.3625498007968127,0.366777354376915,144.07496177623418,753,-0.0042275535801022,0.046875,0.0511975529912831,0.7105841317907566,64,-0.0043225529912831,0.6043635670363403,0.9331605786349404,0.8005040258839138,0.8467664969101215,0.0337821054836013,-0.124089663962963,2.6699782915881856,-0.1375196823717874,-0.3201419126008394,1.5315779300991634,2212,Andy Reid,22,0.1630213856697082,2.608342170715331,0.7718949831008908,12.350319729614252,0.875,0.03505677,0.7119786,26,Offensive,16,0,Late (2018-2024)
Sean McDermott,2020,0.1351351351351351,0.1706641883570351,4.61437188586963,111,-0.0355290532218999,0.6755233494363929,0.5583148622981328,230.96275337923564,1242,0.1172084871382601,0.3687150837988827,0.3525467775912643,139.00947210641047,716,0.0161683062076183,0.0298507462686567,0.0243958354892142,0.6863364142621416,67,0.0054549107794424,0.5841878414415302,0.9301279860007524,0.7899242774525251,0.8624512907697849,0.0333911873320383,-1.2464860452935926,2.539608683444852,0.3886114150822319,-0.1106005692743992,1.512372980596724,2136,Sean McDermott,4,0.1040626168251037,1.6650018692016593,0.024732083082199,0.3957133293151855,0.8125,-0.012727737,0.7084374,8,Defensive,0,15,Late (2018-2024)
Bruce Arians,2020,0.140625,0.1464120545827931,4.53908224108939,128,-0.0057870545827931,0.6457536342769702,0.5781966070562613,233.55663566915737,1307,0.0675570272207088,0.406578947368421,0.3752651498950985,145.5175153623926,760,0.0313137974733224,0.0410958904109589,0.0323547673660245,0.8812839235331464,73,0.0087411230449343,0.6550789020281199,0.935806800021574,0.8018649269985023,0.8528739764154628,0.0283439619727151,-0.287592523691378,1.4783335260002255,0.7793041352735423,-0.0401735803625407,1.2644138930852422,2268,Bruce Arians,7,0.0213276743888854,0.3412427902221664,0.4459288335323331,7.1348613365173295,0.6875,0.026303768,0.6661723,8,Offensive,25,0,Late (2018-2024)
Doug Marrone,2020,0.2327586206896551,0.2011883266374893,4.132141251650215,116,0.0315702940521658,0.6904296875,0.6879897933577013,168.28152688593875,1024,0.0024398941422987,0.3637846655791191,0.3788040669162897,120.13103307686715,613,-0.0150194013371706,0.2432432432432432,0.1185301957696021,1.1082171114662631,37,0.124713047473641,0.6314608416219887,0.9254811885380092,0.7612959292779649,0.542177346615292,0.0274001682506317,0.9168228225993268,0.0864873290326369,-0.4159059216908793,2.445226867318201,1.2180473820883466,1790,Doug Marrone,6,-0.1576808989048004,-2.522894382476806,-0.3968525528907775,-6.34964084625244,0.0625,-0.03379318,0.2201809,6,Offensive,20,0,Late (2018-2024)
Anthony Lynn,2020,0.2166666666666666,0.1843083138847987,4.124199028194095,120,0.0323583527818679,0.6228373702422145,0.6090276970183252,204.97394994648832,1156,0.0138096732238893,0.3563402889245586,0.3522309216342141,117.44672751835256,623,0.0041093672903445,0.1136363636363636,0.061715730440648,0.6036621800493409,44,0.0519206331957155,0.6475337343025882,0.928542688862134,0.7711399108529043,0.7545721283548993,0.0245415691191522,0.9422301403698232,0.3295106782949284,0.0775393233582023,0.8852087859994172,1.0776106902942195,1943,Anthony Lynn,4,0.0415519177913665,0.664830684661864,-0.1756557226181031,-2.8104915618896498,0.4375,-0.0054399073,0.39594808,4,Offensive,14,0,Late (2018-2024)
Dan Quinn,2020,0.3095238095238095,0.2692533415946465,1.3730085655794049,42,0.040270467929163,0.6515580736543909,0.6636936113280547,56.01270320553312,353,-0.0121355376736638,0.4411764705882353,0.3816868853786682,40.58120990036005,204,0.0594895852095671,0.1538461538461538,0.1147729706043929,0.4040177308208834,13,0.0390731832417609,0.403341622944822,0.8159753659830806,0.5111445589788123,0.2862276068019014,0.0237676974212469,1.1973197881427304,-0.2250552463719,1.5061260627427029,0.6098744063690762,1.0395920748366994,612,Dan Quinn,6,-0.5385842323303223,-8.617347717285156,-0.7754609584808348,-12.407375335693358,0.0,-0.10993844,0.53858423,7,Defensive,0,24,Late (2018-2024)
Brian Flores,2020,0.1322314049586777,0.1287714170466718,4.153286225762557,121,0.0034599879120058,0.6255969436485196,0.572962344066376,188.4858656508393,1047,0.0526345995821435,0.3711711711711711,0.3639003355795868,109.15232131033562,555,0.0072708355915843,0.1428571428571428,0.1327143780626145,1.857163714427361,42,0.0101427647945283,0.64971473297703,0.9205835569329592,0.7420867112143131,0.4765963035856675,0.0218474561309082,0.0105356972743894,1.159374088193719,0.1590924819016261,-0.010134921876102,0.9452548411574568,1765,Brian Flores,2,0.0721497535705566,1.1543960571289056,0.0954733490943908,1.5275735855102528,0.625,-0.02202332,0.55285025,3,Defensive,0,12,Late (2018-2024)
Pete Carroll,2020,0.1666666666666666,0.1491787037641044,4.534185253767884,114,0.0174879629025621,0.6642533936651583,0.5964143814830893,195.7007371826693,1105,0.067839012182069,0.3548387096774194,0.3687751925249906,113.75176041081308,589,-0.0139364828475712,0.0350877192982456,0.041221108620767,0.3908610931568819,57,-0.0061333893225214,0.6012930661421683,0.9255714356392736,0.7566655690971031,0.8885023261522056,0.0180674243366144,0.4628030281576477,1.4843608137126396,-0.3879709829672283,-0.3589500418140693,0.7595501880561021,1865,Pete Carroll,15,0.1240583658218383,1.9849338531494127,0.5698942625045774,9.11830820007324,0.75,0.029628515,0.62594163,18,Defensive,1,17,Late (2018-2024)
Mike Tomlin,2020,0.1804511278195488,0.1843327690120073,4.983909234133885,133,-0.0038816411924584,0.6804835924006909,0.5798732351382232,206.28003672727613,1158,0.1006103572624677,0.3038674033149171,0.3774539374484252,141.88403751074264,724,-0.073586534133508,0.1454545454545454,0.1194948681990106,1.022947216542983,55,0.0259596772555348,0.6512612972684843,0.9283503949157996,0.7902152679349215,0.7392369645824779,0.0166979044835469,-0.2261612601728715,2.184831947242756,-1.926702238864224,0.3288381658359949,0.6922686880398196,2070,Mike Tomlin,14,0.1152474880218505,1.843959808349608,1.0904760575771326,17.447616921234122,0.75,0.027921438,0.6347525,18,Defensive,2,9,Late (2018-2024)
Kevin Stefanski,2020,0.275,0.2306408743392353,5.2661239393609005,120,0.0443591256607646,0.5606837606837607,0.570581949254275,213.58249239301472,1170,-0.0098981885705142,0.3809523809523809,0.369536753448152,107.75549630598516,567,0.0114156275042289,0.0344827586206896,0.0106680420257958,0.582056432566618,58,0.0238147165948938,0.5899583505084263,0.9274021408299706,0.7525957610199401,0.8471087055182454,0.0146790145757522,1.3291396923278702,-0.1772330267302922,0.2660114321402973,0.2828694004431954,0.5930850646261708,1915,Kevin Stefanski,1,0.1425656080245971,2.281049728393554,0.1425656080245971,2.281049728393554,0.6875,0.04517722,0.5449344,5,Offensive,11,0,Late (2018-2024)
Kliff Kingsbury,2020,0.2456140350877192,0.2267980320369636,4.7187080235130265,114,0.0188160030507556,0.6153153153153154,0.6009935441015808,196.277428458065,1110,0.0143217712137345,0.3403880070546737,0.354035035010406,107.92535424733444,567,-0.0136470279557323,0.0612244897959183,0.0284510112656065,0.4636984070805155,49,0.0327734785303117,0.5916924192169788,0.9259896705852472,0.7523023705576378,0.8323241724852427,0.0133470168152051,0.5056195553851072,0.340456517061855,-0.3805042116964077,0.4748651014254698,0.5276469425374698,1840,Kliff Kingsbury,2,0.1103778183460235,1.766045093536376,0.0861494458198547,1.3783911331176752,0.5,-0.0055944026,0.38962218,4,Offensive,7,0,Late (2018-2024)
Mike Zimmer,2020,0.2477064220183486,0.2172580067984808,3.445635107619612,109,0.0304484152198677,0.568738229755179,0.6058309685803683,185.62894632953845,1062,-0.0370927388251893,0.3625730994152046,0.3580279684554423,96.41506656304568,513,0.0045451309597623,0.2181818181818181,0.1467399108869193,2.1395108128380715,55,0.0714419072948988,0.644670048611287,0.9237219271373912,0.7356615729111009,0.5754486709183544,0.0103561767441726,0.8806530158097202,-0.7585029561762959,0.0887802722570286,1.303570243950691,0.3807135440641625,1739,Mike Zimmer,7,-0.0464115142822265,-0.742584228515624,0.1220647179603577,1.9530354873657243,0.4375,-0.008765757,0.4839115,8,Both,5,31,Late (2018-2024)
Zac Taylor,2020,0.2262773722627737,0.2196039645979417,5.064309760818378,137,0.0066734076648319,0.6367041198501873,0.618408778537595,187.1728452912461,1068,0.0182953413125922,0.3778162911611785,0.3619514327898709,110.3857148063985,577,0.0158648583713075,0.0,0.0106051918925059,0.3320153201908927,33,-0.0106051918925059,0.6610211933834307,0.9239319771332072,0.7546104270781452,0.7587094791440333,0.0081466165437231,0.1141375910328674,0.4253895933356457,0.3807836821599664,-0.4547854792626549,0.2721627082880084,1815,Zac Taylor,2,-0.0767002320766448,-1.2272037132263167,-0.2035007989883421,-3.2560127838134747,0.2812,-0.049446434,0.35790023,6,Offensive,7,0,Late (2018-2024)
Matt Patricia,2020,0.1951219512195122,0.1970917114681913,2.4966422709360097,82,-0.0019697602486791,0.6431535269709544,0.6502762266729712,118.8748962899285,723,-0.0071226997020168,0.3877551020408163,0.3766426525826922,75.67589184451107,392,0.0111124494581241,0.0714285714285714,0.0398346888579388,0.3781561877817324,28,0.0315938825706325,0.5862770885451964,0.8975876740482474,0.6743036056781556,0.665273611142357,0.0074248624465971,-0.1645214802337309,-0.1179083383768849,0.2581906587195505,0.4495851180095574,0.2367045159961847,1225,Matt Patricia,3,-0.0002292849063873,-0.0036685585021968,-0.0609119773864745,-0.974591638183592,0.3636,-0.006940156,0.36382928,3,Both,3,15,Late (2018-2024)
Frank Reich,2020,0.2786885245901639,0.2267993314849934,4.381903673999474,122,0.0518891931051704,0.5753303964757709,0.5954313181168379,200.4620734084168,1135,-0.020100921641067,0.3428571428571428,0.3689299185923279,115.76045803382496,595,-0.026072775735185,0.1320754716981132,0.0983331703547985,0.6094170892644807,53,0.0337423013433146,0.6412199817398916,0.9275807511463052,0.757174479800423,0.8154566933982945,0.0071307942388556,1.5719119746241377,-0.3953113503847555,-0.701038495807649,0.4956279943844544,0.2222575913461821,1905,Frank Reich,3,0.0170897841453552,0.2734365463256832,0.0193899869918823,0.3102397918701168,0.6875,-0.007896125,0.6704102,6,Offensive,6,0,Late (2018-2024)
Matt Rhule,2020,0.2831858407079646,0.255869361553673,5.791935201093785,113,0.0273164791542915,0.6415279138099902,0.6196916186716863,177.3904952425963,1021,0.0218362951383038,0.3357664233576642,0.3699454747412731,107.79658438549804,548,-0.0341790513836089,0.0526315789473684,0.0429033692263673,0.6040345770022327,38,0.009728209721001,0.5370354158135588,0.9213388920034712,0.7396124784627416,0.6962119984295237,0.005625801593539,0.7796781875947602,0.5010757128400164,-0.9101477830629848,-0.019019273588023,0.1483206108317573,1720,Matt Rhule,1,0.0393007099628448,0.6288113594055168,0.0393007099628448,0.6288113594055168,0.3125,0.035952747,0.2731993,3,Both,6,6,Late (2018-2024)
Bill O'Brien,2020,0.1428571428571428,0.1694828793549082,0.4792107789976622,28,-0.0266257364977653,0.7092511013215859,0.7129642191437373,34.83553531527343,227,-0.0037131178221514,0.4251968503937008,0.3488700475920884,22.93000998842121,127,0.0763268028016124,0.1111111111111111,0.168876984628797,0.554111978126508,9,-0.0577658735176858,0.4626019937379318,0.7467245927964191,0.4176515329062252,0.1229124610890401,0.0055363834952567,-0.9594396759107416,-0.0450302286015994,1.9404585136408128,-1.4654885421078996,0.1439276962145922,391,Bill O'Brien,7,-0.4263874888420105,-6.822199821472168,0.1485297381877899,2.3764758110046387,0.0,-0.015042901,0.4263875,7,Offensive,18,1,Late (2018-2024)
Matt Nagy,2020,0.2411347517730496,0.2007026206845255,4.137328937056939,141,0.040432131088524,0.6518987341772152,0.635356178087861,185.75227879091187,1106,0.0165425560893541,0.35625,0.3749193283751154,124.56052514533532,640,-0.0186693283751154,0.075,0.1005708736349333,1.104752219205959,40,-0.0255708736349333,0.7165827826314982,0.9292058116375922,0.7702627438365661,0.5813130193306559,0.0050375718800404,1.2025318708300456,0.387924684612971,-0.5100593497928484,-0.7755157964123245,0.1194221780053295,1927,Matt Nagy,3,0.0594002604484558,0.9504041671752927,0.1316171288490294,2.105874061584472,0.5,-0.011856496,0.44059974,4,Offensive,11,0,Late (2018-2024)
Joe Judge,2020,0.2047244094488189,0.1965102015656157,4.719645748797472,127,0.0082142078832031,0.6333333333333333,0.6270780897191303,169.02376754136097,990,0.006255243614203,0.3359223300970874,0.3616616031388633,100.63380577151672,515,-0.0257392730417759,0.1481481481481481,0.122635699905745,0.3363481994940194,27,0.025512448242403,0.64261789067469,0.9203657944793208,0.7287908191450403,0.675092685693808,0.0032021758683483,0.1638135850844825,0.1680385184281817,-0.6924354685308648,0.3192535771958636,0.0292532063661416,1659,Joe Judge,1,-0.126466691493988,-2.023467063903808,-0.126466691493988,-2.023467063903808,0.375,0.006087482,0.5014667,2,Offensive,3,1,Late (2018-2024)
Vic Fangio,2020,0.1721311475409836,0.1783706495384724,4.9090600529625945,122,-0.0062395019974887,0.611531190926276,0.655405734748437,176.20900725859727,1058,-0.043874543822161,0.4007220216606498,0.3812004163015733,111.02124780817692,554,0.0195216053590764,0.1428571428571428,0.081339766203694,1.3542611150107895,35,0.0615173766534488,0.6146885895870114,0.9268010143785766,0.738127446029644,0.4644272221572935,-0.0005533968085317,-0.3021796030629324,-0.9034606508316282,0.4751130375198618,1.0908771027374942,-0.1552498240606816,1769,Vic Fangio,2,0.048592209815979,0.777475357055664,0.1594088375568389,2.5505414009094225,0.3125,0.0066351593,0.2639078,3,Defensive,0,40,Late (2018-2024)
Mike McCarthy,2020,0.256,0.2417216696029063,4.644623358413857,125,0.0142783303970936,0.641725352112676,0.6375904305146115,190.81565135529783,1136,0.0041349215980645,0.3317610062893081,0.3700065101069436,122.5894890029994,636,-0.0382455038176354,0.1428571428571428,0.118601043764015,1.1885929469267702,42,0.0242560990931278,0.6389988487605411,0.9309378916865684,0.7708658321609304,0.5872471991864258,-0.0007734274233402,0.3593232367165007,0.1227176943225585,-1.0150458900379602,0.2923286921132546,-0.1660594445131786,1939,Mike McCarthy,14,0.130423441529274,2.086775064468384,0.0147656434297561,0.2362502948760985,0.375,0.029547647,0.24457656,18,Offensive,14,0,Late (2018-2024)
Ron Rivera,2020,0.1958041958041958,0.1939565822674864,5.50807421660592,143,0.0018476135367093,0.656140350877193,0.6331636574053974,192.404616161692,1140,0.0229766934717956,0.2888198757763975,0.3665132950237754,126.63533126053626,644,-0.0776934192473779,0.15,0.0965469812181254,1.2279500143007316,40,0.0534530187818745,0.661408776312103,0.9308566549900692,0.7695437354982371,0.5553820159613938,-0.0025680877375904,-0.0414478752363147,0.5254511576494096,-2.0326433462540097,0.918049422564006,-0.2542271608788766,1967,Ron Rivera,10,0.0146562457084655,0.234499931335448,0.3650866310596465,5.841386096954344,0.4375,0.00553301,0.42284375,13,Defensive,0,14,Late (2018-2024)
